para,累积净值,年化收益,最大回撤,最大回撤开始时间,最大回撤结束时间,年化收益/回撤比,盈利笔数,亏损笔数,胜率,每笔交易平均盈亏,盈亏收益比,单笔最大盈利,单笔最大亏损,单笔最长持有时间,单笔最短持有时间,平均持仓周期,最大连续盈利笔数,最大连续亏损笔数,月化收益,币种原始累积净值,币种原始年化收益,币种原始最大回撤,币种原始年化收益/回撤比,回测区间
"[312, 1.0]",19.25,5.12,-64.51%,2023-10-26 20:00:00,2024-01-21 02:00:00,7.93,22.0,49.0,30.99%,10.59%,7.71,545.17%,-17.62%,35 天 22 小时 0 分钟,0 天 0 小时 0 分钟,6 天 15 小时 44 分钟,2.0,8.0,0.16052444797870669,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[270, 1.0]",20.96,5.44,-68.75%,2023-10-26 20:00:00,2024-01-21 02:00:00,7.92,29.0,54.0,34.94%,9.40%,6.29,561.98%,-15.44%,36 天 16 小时 0 分钟,0 天 0 小时 0 分钟,5 天 16 小时 1 分钟,3.0,10.0,0.16549463405902398,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[146, 3.0]",11.92,3.56,-45.01%,2024-03-09 00:00:00,2024-04-12 10:00:00,7.91,23.0,31.0,42.59%,11.93%,4.81,507.37%,-15.60%,16 天 2 小时 0 分钟,0 天 13 小时 0 分钟,4 天 13 小时 7 分钟,5.0,5.0,0.13286685476486992,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[334, 1.0]",19.23,5.11,-64.81%,2023-10-26 20:00:00,2024-01-21 02:00:00,7.89,23.0,43.0,34.85%,11.27%,6.58,540.58%,-16.13%,35 天 23 小时 0 分钟,0 天 0 小时 0 分钟,7 天 4 小时 48 分钟,3.0,7.0,0.16044845579705602,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[142, 2.5]",11.77,3.53,-44.66%,2024-11-14 01:00:00,2024-12-18 02:00:00,7.89,28.0,44.0,38.89%,9.44%,4.97,526.76%,-15.60%,16 天 7 小时 0 分钟,0 天 13 小时 0 分钟,4 天 2 小时 21 分钟,3.0,4.0,0.13212204681186268,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[324, 1.0]",18.72,5.01,-63.68%,2023-10-26 20:00:00,2024-01-21 02:00:00,7.87,22.0,47.0,31.88%,10.77%,7.34,540.58%,-16.18%,35 天 23 小时 0 分钟,0 天 0 小时 0 分钟,6 天 22 小时 31 分钟,3.0,7.0,0.15889192989946332,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[136, 3.0]",11.6,3.49,-44.34%,2024-03-09 00:00:00,2024-04-12 04:00:00,7.86,23.0,35.0,39.66%,10.04%,5.11,431.12%,-15.60%,14 天 16 小时 0 分钟,0 天 13 小时 0 分钟,4 天 3 小时 23 分钟,5.0,5.0,0.13131874162650337,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[132, 3.0]",11.57,3.48,-44.34%,2024-03-09 00:00:00,2024-04-11 06:00:00,7.85,25.0,34.0,42.37%,9.93%,4.38,431.12%,-15.60%,14 天 16 小时 0 分钟,0 天 13 小时 0 分钟,4 天 1 小时 8 分钟,5.0,5.0,0.13117788862230784,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[466, 1.5]",16.02,4.47,-56.94%,2024-03-14 06:00:00,2024-05-03 07:00:00,7.84,13.0,23.0,36.11%,19.75%,8.61,546.87%,-20.88%,35 天 20 小时 0 分钟,0 天 5 小时 0 分钟,12 天 5 小时 30 分钟,2.0,3.0,0.1498414508577519,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[246, 1.0]",19.63,5.19,-66.23%,2023-10-26 20:00:00,2024-01-21 02:00:00,7.84,31.0,58.0,34.83%,8.84%,6.0,576.11%,-17.47%,36 天 16 小时 0 分钟,0 天 0 小时 0 分钟,5 天 8 小时 36 分钟,3.0,7.0,0.16165805861967986,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[124, 3.5]",9.24,2.9,-37.06%,2023-12-09 10:00:00,2024-02-25 08:00:00,7.83,21.0,20.0,51.22%,12.34%,3.94,388.95%,-23.84%,14 天 10 小时 0 分钟,0 天 13 小时 0 分钟,4 天 6 小时 35 分钟,3.0,4.0,0.11840983555637208,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[282, 1.5]",18.36,4.94,-63.13%,2023-10-26 20:00:00,2024-02-24 13:00:00,7.83,22.0,36.0,37.93%,12.92%,6.13,554.71%,-20.04%,35 天 16 小时 0 分钟,0 天 5 小时 0 分钟,7 天 4 小时 6 分钟,3.0,6.0,0.15774305003966194,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[438, 2.0]",14.8,4.21,-53.79%,2024-03-14 06:00:00,2024-05-08 21:00:00,7.82,14.0,17.0,45.16%,22.10%,6.3,536.89%,-21.42%,35 天 19 小时 0 分钟,0 天 3 小时 0 分钟,13 天 2 小时 42 分钟,2.0,3.0,0.14526361761385953,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[388, 2.5]",13.71,3.97,-50.75%,2024-03-14 06:00:00,2024-05-21 15:00:00,7.82,12.0,14.0,46.15%,24.31%,6.7,498.40%,-16.25%,31 天 3 小时 0 分钟,0 天 17 小时 0 分钟,12 天 21 小时 32 分钟,2.0,2.0,0.14087925979971372,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[302, 1.0]",18.73,5.02,-64.30%,2023-10-26 20:00:00,2024-01-21 02:00:00,7.8,25.0,49.0,33.78%,10.16%,6.81,550.98%,-17.62%,35 天 22 小时 0 分钟,0 天 0 小时 0 分钟,6 天 7 小时 27 分钟,3.0,8.0,0.1589105552597203,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[340, 1.0]",17.87,4.85,-62.22%,2023-10-26 20:00:00,2024-01-21 02:00:00,7.79,22.0,44.0,33.33%,10.89%,6.84,519.61%,-16.13%,35 天 23 小时 0 分钟,0 天 0 小时 0 分钟,7 天 3 小时 45 分钟,3.0,7.0,0.15618745811111467,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[248, 1.5]",16.48,4.56,-58.66%,2024-03-14 06:00:00,2024-07-03 05:00:00,7.78,25.0,39.0,39.06%,11.65%,5.6,568.68%,-21.50%,35 天 16 小时 0 分钟,0 天 5 小时 0 分钟,6 天 9 小时 56 分钟,4.0,6.0,0.15147064621328266,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[396, 2.0]",13.88,4.01,-51.57%,2024-03-14 06:00:00,2024-05-08 21:00:00,7.77,17.0,17.0,50.00%,19.80%,4.97,536.44%,-18.23%,35 天 17 小时 0 分钟,0 天 3 小时 0 分钟,11 天 16 小时 10 分钟,5.0,3.0,0.14156325499385702,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[424, 2.5]",14.23,4.08,-52.57%,2024-03-14 06:00:00,2024-05-19 21:00:00,7.77,12.0,12.0,50.00%,25.69%,6.23,481.31%,-14.89%,31 天 17 小时 0 分钟,0 天 17 小时 0 分钟,13 天 16 小时 12 分钟,2.0,2.0,0.14298781968488927,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[452, 2.5]",12.31,3.65,-47.08%,2024-03-14 06:00:00,2024-05-19 21:00:00,7.76,11.0,12.0,47.83%,26.40%,6.51,487.24%,-14.89%,32 天 23 小时 0 分钟,0 天 17 小时 0 分钟,13 天 17 小时 46 分钟,2.0,2.0,0.13468588207446275,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[178, 2.0]",12.96,3.8,-49.05%,2024-11-14 01:00:00,2024-12-17 23:00:00,7.75,28.0,45.0,38.36%,9.97%,5.2,572.93%,-16.09%,19 天 11 小时 0 分钟,0 天 3 小时 0 分钟,4 天 20 小时 31 分钟,4.0,5.0,0.13761658247040787,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[190, 2.0]",14.28,4.1,-52.83%,2023-10-26 20:00:00,2024-01-21 02:00:00,7.75,28.0,40.0,41.18%,10.70%,4.83,572.93%,-14.28%,20 天 23 小时 0 分钟,0 天 3 小时 0 分钟,5 天 4 小时 16 分钟,3.0,4.0,0.14321822630301484,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[380, 2.5]",13.55,3.93,-50.75%,2024-03-14 06:00:00,2024-05-21 15:00:00,7.75,12.0,15.0,44.44%,24.86%,7.17,548.98%,-16.25%,32 天 15 小时 0 分钟,0 天 23 小时 0 分钟,12 天 11 小时 8 分钟,3.0,2.0,0.14018536487479372,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[130, 3.0]",11.42,3.44,-44.40%,2024-05-27 15:00:00,2024-09-26 00:00:00,7.75,25.0,36.0,40.98%,9.68%,4.45,431.12%,-15.60%,14 天 16 小时 0 分钟,0 天 13 小时 0 分钟,3 天 23 小时 53 分钟,3.0,5.0,0.13039462175590844,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[138, 3.0]",11.61,3.49,-45.01%,2024-03-09 00:00:00,2024-04-11 07:00:00,7.75,23.0,34.0,40.35%,10.22%,4.95,431.12%,-15.60%,14 天 16 小时 0 分钟,0 天 13 小时 0 分钟,4 天 3 小时 32 分钟,5.0,5.0,0.1313602224646484,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[464, 1.5]",15.74,4.41,-56.94%,2024-03-14 06:00:00,2024-05-03 07:00:00,7.74,13.0,23.0,36.11%,19.69%,8.58,546.87%,-20.88%,35 天 20 小时 0 分钟,0 天 5 小时 0 分钟,12 天 4 小时 35 分钟,2.0,3.0,0.14880287334277664,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[296, 3.0]",10.47,3.21,-41.60%,2024-11-14 01:00:00,2024-12-31 23:00:00,7.72,13.0,16.0,44.83%,20.49%,6.95,487.51%,-14.28%,19 天 10 小时 0 分钟,0 天 10 小时 0 分钟,8 天 11 小时 43 分钟,6.0,4.0,0.12546921453314885,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[454, 2.5]",12.2,3.63,-47.08%,2024-03-14 06:00:00,2024-05-19 21:00:00,7.71,11.0,12.0,47.83%,26.36%,6.5,487.24%,-14.89%,32 天 23 小时 0 分钟,0 天 17 小时 0 分钟,13 天 17 小时 39 分钟,2.0,2.0,0.13420253948206518,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[390, 2.5]",13.44,3.91,-50.75%,2024-03-14 06:00:00,2024-05-21 15:00:00,7.7,12.0,13.0,48.00%,25.26%,6.18,498.40%,-20.36%,31 天 3 小时 0 分钟,0 天 17 小时 0 分钟,12 天 18 小时 0 分钟,2.0,2.0,0.13972288948596212,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[398, 2.0]",13.69,3.97,-51.57%,2024-03-14 06:00:00,2024-05-08 21:00:00,7.69,17.0,17.0,50.00%,19.76%,4.94,536.44%,-18.23%,35 天 17 小时 0 分钟,0 天 3 小时 0 分钟,11 天 16 小时 26 分钟,5.0,3.0,0.14078162763678215,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[260, 1.0]",18.42,4.96,-64.52%,2023-10-26 20:00:00,2024-01-21 02:00:00,7.68,30.0,57.0,34.48%,8.79%,6.11,561.98%,-20.24%,36 天 16 小时 0 分钟,0 天 0 小时 0 分钟,5 天 8 小时 43 分钟,3.0,9.0,0.15795033303125283,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[174, 2.0]",12.73,3.75,-48.85%,2024-11-14 01:00:00,2024-12-17 23:00:00,7.67,30.0,45.0,40.00%,9.72%,4.76,572.93%,-17.48%,19 天 11 小时 0 分钟,0 天 3 小时 0 分钟,4 天 17 小时 56 分钟,6.0,5.0,0.1365952821243721,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[290, 3.0]",9.82,3.05,-39.80%,2024-11-14 01:00:00,2024-12-31 23:00:00,7.67,13.0,16.0,44.83%,20.58%,6.59,497.45%,-14.28%,19 天 9 小时 0 分钟,0 天 10 小时 0 分钟,8 天 3 小时 31 分钟,3.0,3.0,0.12187073112141444,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[360, 1.0]",18.73,5.02,-65.50%,2023-10-26 20:00:00,2024-01-21 02:00:00,7.66,21.0,43.0,32.81%,12.97%,7.68,643.06%,-17.46%,35 天 23 小时 0 分钟,0 天 0 小时 0 分钟,7 天 10 小时 36 分钟,3.0,8.0,0.158932219710479,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[94, 3.0]",14.33,4.11,-53.79%,2024-03-05 01:00:00,2024-04-09 17:00:00,7.63,30.0,41.0,42.25%,7.01%,4.02,257.02%,-16.09%,10 天 22 小时 0 分钟,0 天 7 小时 0 分钟,3 天 3 小时 44 分钟,4.0,6.0,0.1434079785771687,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[314, 1.0]",18.25,4.92,-64.58%,2023-10-26 20:00:00,2024-01-21 02:00:00,7.62,22.0,49.0,30.99%,10.48%,7.63,545.17%,-17.26%,35 天 22 小时 0 分钟,0 天 0 小时 0 分钟,6 天 15 小时 49 分钟,2.0,8.0,0.15741175998382384,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[258, 1.0]",18.29,4.93,-64.67%,2023-10-26 20:00:00,2024-01-21 02:00:00,7.62,30.0,57.0,34.48%,8.78%,6.1,561.98%,-20.24%,36 天 16 小时 0 分钟,0 天 0 小时 0 分钟,5 天 8 小时 55 分钟,3.0,9.0,0.15752525350199864,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[400, 2.0]",13.51,3.92,-51.57%,2024-03-14 06:00:00,2024-05-08 21:00:00,7.61,17.0,17.0,50.00%,19.72%,4.93,536.44%,-18.23%,35 天 17 小时 0 分钟,0 天 3 小时 0 分钟,11 天 16 小时 24 分钟,5.0,3.0,0.14000272286341553,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[454, 1.5]",15.04,4.26,-56.03%,2024-03-14 06:00:00,2024-05-03 07:00:00,7.61,15.0,22.0,40.54%,19.42%,6.9,560.65%,-20.88%,35 天 19 小时 0 分钟,0 天 5 小时 0 分钟,11 天 18 小时 29 分钟,3.0,3.0,0.14621110487812938,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[382, 2.5]",13.2,3.86,-50.75%,2024-03-14 06:00:00,2024-05-21 15:00:00,7.6,12.0,15.0,44.44%,24.77%,7.09,548.98%,-16.25%,32 天 15 小时 0 分钟,0 天 23 小时 0 分钟,12 天 10 小时 46 分钟,3.0,2.0,0.13870176479506946,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[150, 2.0]",13.24,3.87,-50.95%,2023-10-26 20:00:00,2023-12-02 14:00:00,7.59,34.0,51.0,40.00%,8.39%,4.48,539.23%,-17.48%,16 天 13 小时 0 分钟,0 天 3 小时 0 分钟,4 天 3 小时 16 分钟,5.0,7.0,0.13888076956867423,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[424, 2.0]",14.4,4.12,-54.26%,2024-03-14 06:00:00,2024-05-08 21:00:00,7.59,14.0,18.0,43.75%,21.23%,6.36,530.45%,-21.42%,35 天 19 小时 0 分钟,0 天 3 小时 0 分钟,12 天 13 小时 35 分钟,2.0,3.0,0.1436690505960938,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[122, 3.0]",11.75,3.52,-46.55%,2024-05-27 15:00:00,2024-07-03 13:00:00,7.57,26.0,38.0,40.62%,9.39%,4.57,437.78%,-17.48%,14 天 15 小时 0 分钟,0 天 7 小时 0 分钟,3 天 18 小时 29 分钟,2.0,5.0,0.13204601375197145,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[174, 2.5]",11.89,3.55,-46.95%,2024-03-14 06:00:00,2024-07-03 13:00:00,7.57,25.0,37.0,40.32%,11.23%,5.03,559.09%,-17.93%,19 天 8 小时 0 分钟,0 天 10 小时 0 分钟,5 天 3 小时 58 分钟,3.0,4.0,0.13271568015227753,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[268, 1.0]",19.17,5.1,-67.48%,2023-10-26 20:00:00,2024-01-21 02:00:00,7.56,30.0,54.0,35.71%,9.22%,5.87,561.98%,-18.46%,36 天 16 小时 0 分钟,0 天 0 小时 0 分钟,5 天 15 小时 5 分钟,3.0,7.0,0.16028319479226916,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[450, 1.5]",14.93,4.24,-56.03%,2024-03-14 06:00:00,2024-05-03 07:00:00,7.56,15.0,23.0,39.47%,18.92%,7.03,560.65%,-20.88%,35 天 19 小时 0 分钟,0 天 5 小时 0 分钟,11 天 12 小时 31 分钟,2.0,3.0,0.14575529037295465,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[150, 2.5]",11.46,3.45,-45.63%,2024-11-14 01:00:00,2024-12-18 02:00:00,7.56,28.0,43.0,39.44%,9.55%,4.75,526.08%,-16.33%,16 天 10 小时 0 分钟,0 天 7 小时 0 分钟,4 天 9 小时 16 分钟,3.0,4.0,0.13059006562510822,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[244, 1.0]",18.67,5.0,-66.18%,2023-10-26 20:00:00,2024-01-21 02:00:00,7.56,31.0,59.0,34.44%,8.68%,6.04,576.11%,-17.30%,36 天 16 小时 0 分钟,0 天 0 小时 0 分钟,5 天 6 小时 58 分钟,3.0,7.0,0.15874052719763632,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[250, 1.5]",16.33,4.53,-60.02%,2024-03-14 06:00:00,2024-07-03 05:00:00,7.55,25.0,39.0,39.06%,11.51%,5.51,554.71%,-21.50%,35 天 16 小时 0 分钟,0 天 5 小时 0 分钟,6 天 10 小时 2 分钟,4.0,6.0,0.15094780802041807,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[164, 3.0]",11.12,3.37,-44.65%,2024-04-24 03:00:00,2024-07-15 10:00:00,7.55,23.0,28.0,45.10%,12.50%,4.43,503.49%,-21.50%,16 天 17 小时 0 分钟,0 天 11 小时 0 分钟,5 天 4 小时 9 分钟,4.0,4.0,0.12892546572147423,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[90, 3.5]",11.2,3.39,-44.95%,2024-03-05 01:00:00,2024-03-20 15:00:00,7.55,21.0,21.0,50.00%,10.37%,3.59,224.60%,-20.26%,10 天 21 小时 0 分钟,0 天 14 小时 0 分钟,3 天 10 小时 0 分钟,5.0,4.0,0.12933358210631263,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[458, 1.5]",15.18,4.29,-56.94%,2024-03-14 06:00:00,2024-05-03 07:00:00,7.53,13.0,23.0,36.11%,19.59%,8.57,546.87%,-20.88%,35 天 19 小时 0 分钟,0 天 5 小时 0 分钟,12 天 2 小时 40 分钟,2.0,3.0,0.14670898346754213,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[422, 2.0]",14.2,4.08,-54.26%,2024-03-14 06:00:00,2024-05-08 21:00:00,7.51,14.0,18.0,43.75%,21.18%,6.36,530.45%,-21.42%,35 天 19 小时 0 分钟,0 天 3 小时 0 分钟,12 天 12 小时 3 分钟,2.0,3.0,0.14286485377127933,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[392, 2.5]",12.98,3.81,-50.75%,2024-03-14 06:00:00,2024-05-21 15:00:00,7.5,12.0,13.0,48.00%,25.05%,6.13,498.40%,-20.36%,31 天 3 小时 0 分钟,0 天 17 小时 0 分钟,12 天 18 小时 9 分钟,2.0,2.0,0.13772263172911048,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[440, 2.0]",14.01,4.04,-53.79%,2024-03-14 06:00:00,2024-05-08 21:00:00,7.5,14.0,17.0,45.16%,21.92%,6.16,536.89%,-21.42%,35 天 19 小时 0 分钟,0 天 3 小时 0 分钟,13 天 2 小时 50 分钟,2.0,3.0,0.14209241405379114,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[362, 3.0]",12.11,3.61,-48.22%,2024-03-14 06:00:00,2024-05-21 15:00:00,7.48,12.0,11.0,52.17%,27.59%,5.91,523.21%,-20.69%,30 天 23 小时 0 分钟,0 天 23 小时 0 分钟,12 天 3 小时 2 分钟,4.0,2.0,0.1337381672285476,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[356, 1.0]",17.87,4.85,-64.77%,2023-10-26 20:00:00,2024-01-21 02:00:00,7.48,22.0,43.0,33.85%,11.09%,6.65,519.61%,-17.46%,35 天 23 小时 0 分钟,0 天 0 小时 0 分钟,7 天 6 小时 45 分钟,3.0,8.0,0.15619016897156301,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[426, 2.0]",14.07,4.05,-54.26%,2024-03-14 06:00:00,2024-05-08 21:00:00,7.47,14.0,18.0,43.75%,21.15%,6.31,530.45%,-21.42%,35 天 19 小时 0 分钟,0 天 3 小时 0 分钟,12 天 13 小时 9 分钟,2.0,3.0,0.1423688312015805,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[352, 1.0]",17.9,4.85,-64.92%,2023-10-26 20:00:00,2024-01-21 02:00:00,7.47,22.0,43.0,33.85%,11.11%,6.63,519.61%,-16.13%,35 天 23 小时 0 分钟,0 天 0 小时 0 分钟,7 天 7 小时 0 分钟,3.0,8.0,0.15628494868546872,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[362, 1.0]",18.12,4.9,-65.50%,2023-10-26 20:00:00,2024-01-21 02:00:00,7.47,21.0,43.0,32.81%,12.85%,7.62,640.75%,-17.46%,35 天 23 小时 0 分钟,0 天 0 小时 0 分钟,7 天 10 小时 36 分钟,3.0,8.0,0.15699152184152898,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[402, 2.0]",13.15,3.84,-51.57%,2024-03-14 06:00:00,2024-05-08 21:00:00,7.46,16.0,18.0,47.06%,19.65%,5.51,536.44%,-18.23%,35 天 17 小时 0 分钟,0 天 3 小时 0 分钟,11 天 16 小时 54 分钟,4.0,3.0,0.13847941537076336,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[456, 2.5]",11.93,3.56,-47.83%,2024-03-14 06:00:00,2024-05-19 21:00:00,7.45,11.0,12.0,47.83%,25.85%,6.31,475.00%,-14.89%,33 天 0 小时 0 分钟,0 天 17 小时 0 分钟,13 天 18 小时 57 分钟,2.0,2.0,0.13289676884269874,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[256, 1.0]",17.62,4.79,-64.34%,2023-10-26 20:00:00,2024-01-21 02:00:00,7.45,31.0,57.0,35.23%,8.65%,5.8,561.98%,-20.24%,36 天 16 小时 0 分钟,0 天 0 小时 0 分钟,5 天 7 小时 49 分钟,3.0,7.0,0.1553576427783725,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[428, 2.0]",13.98,4.03,-54.26%,2024-03-14 06:00:00,2024-05-08 21:00:00,7.43,14.0,18.0,43.75%,21.13%,6.3,530.45%,-21.42%,35 天 19 小时 0 分钟,0 天 3 小时 0 分钟,12 天 13 小时 9 分钟,2.0,3.0,0.14197371207628473,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[430, 2.0]",13.84,4.0,-53.79%,2024-03-14 06:00:00,2024-05-08 21:00:00,7.43,14.0,18.0,43.75%,21.25%,6.33,536.89%,-21.42%,35 天 19 小时 0 分钟,0 天 3 小时 0 分钟,12 天 14 小时 58 分钟,2.0,3.0,0.1413899373071057,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[188, 2.0]",11.95,3.57,-48.19%,2023-10-26 20:00:00,2024-01-21 02:00:00,7.41,28.0,41.0,40.58%,10.33%,4.7,572.93%,-18.46%,21 天 23 小时 0 分钟,0 天 3 小时 0 分钟,5 天 3 小时 23 分钟,3.0,4.0,0.1330222754171415,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[442, 2.0]",13.78,3.98,-53.79%,2024-03-14 06:00:00,2024-05-08 21:00:00,7.41,14.0,17.0,45.16%,21.87%,6.15,536.89%,-21.42%,35 天 19 小时 0 分钟,0 天 3 小时 0 分钟,13 天 2 小时 44 分钟,2.0,3.0,0.14114125658428978,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[460, 1.5]",14.83,4.21,-56.94%,2024-03-14 06:00:00,2024-05-03 07:00:00,7.4,13.0,23.0,36.11%,19.53%,8.47,546.87%,-20.88%,35 天 19 小时 0 分钟,0 天 5 小时 0 分钟,12 天 2 小时 43 分钟,2.0,3.0,0.14537811594148287,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[342, 1.0]",16.93,4.65,-63.00%,2023-10-26 20:00:00,2024-01-21 02:00:00,7.39,22.0,44.0,33.33%,10.82%,6.74,519.61%,-16.16%,35 天 23 小时 0 分钟,0 天 0 小时 0 分钟,7 天 2 小时 48 分钟,3.0,7.0,0.15303463796533512,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[82, 3.5]",12.12,3.61,-48.85%,2024-03-05 01:00:00,2024-04-04 03:00:00,7.39,21.0,24.0,46.67%,9.95%,4.13,224.60%,-20.26%,10 天 17 小时 0 分钟,0 天 14 小时 0 分钟,3 天 2 小时 6 分钟,5.0,5.0,0.13382595063098224,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[438, 1.5]",14.5,4.14,-56.14%,2024-03-14 06:00:00,2024-05-08 21:00:00,7.38,15.0,24.0,38.46%,18.39%,7.15,560.65%,-20.88%,35 天 19 小时 0 分钟,0 天 5 小时 0 分钟,11 天 8 小时 36 分钟,2.0,3.0,0.14406518418875414,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[412, 2.0]",13.07,3.83,-51.84%,2024-03-14 06:00:00,2024-05-08 21:00:00,7.38,16.0,17.0,48.48%,20.27%,5.37,541.81%,-19.36%,35 天 18 小时 0 分钟,0 天 3 小时 0 分钟,12 天 0 小时 56 分钟,4.0,3.0,0.13814160507676498,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[444, 2.0]",13.68,3.96,-53.79%,2024-03-14 06:00:00,2024-05-08 21:00:00,7.37,14.0,17.0,45.16%,21.84%,6.14,536.89%,-21.42%,35 天 19 小时 0 分钟,0 天 3 小时 0 分钟,13 天 2 小时 40 分钟,2.0,3.0,0.14073168932666236,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[118, 3.0]",11.36,3.43,-46.55%,2024-05-27 15:00:00,2024-07-03 13:00:00,7.37,27.0,39.0,40.91%,9.14%,4.33,441.21%,-17.48%,14 天 13 小时 0 分钟,0 天 7 小时 0 分钟,3 天 15 小时 20 分钟,2.0,5.0,0.1301225895191045,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[450, 2.0]",13.68,3.96,-53.79%,2024-03-14 06:00:00,2024-05-08 21:00:00,7.37,14.0,17.0,45.16%,21.84%,6.14,536.89%,-21.42%,35 天 19 小时 0 分钟,0 天 3 小时 0 分钟,13 天 1 小时 7 分钟,2.0,3.0,0.14073607419111722,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[462, 1.5]",14.75,4.2,-56.94%,2024-03-14 06:00:00,2024-05-03 07:00:00,7.37,13.0,23.0,36.11%,19.51%,8.45,546.87%,-20.88%,35 天 19 小时 0 分钟,0 天 5 小时 0 分钟,12 天 3 小时 8 分钟,2.0,3.0,0.14506368439197193,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
